0.39700001;96669.390
0.39700001;96669.390
0.39700001;96667.343
0.39700001;96667.343
0.39709999;96663.593
0.39709999;96663.593
0.39700001;96620.796
0.39700001;96620.796
0.39700001;96620.796
0.39689999;96524.546
1.39689999;96524.546
1.39639999;96394.250
1.39639999;96394.250
1.39639999;96394.250
1.39580002;96216.703
1.39580002;96216.703
1.39540001;96423.453
1.39540001;96423.453
1.39540001;96423.453
1.40590000;96106.437
2.40590000;96106.437
2.42860001;95737.937
2.42860001;95737.937
2.45549999;95406.687
2.45549999;95406.687
2.45549999;95406.687
2.47009998;95090.171
2.47009998;95090.171
2.47520000;94855.296
2.47520000;94855.296
3.47520000;94855.296
3.47549999;94539.234
3.47549999;94539.234
3.47369999;94297.125
3.47369999;94297.125
3.47150002;93991.906
3.47150002;93991.906
3.47150002;93991.906
3.47020000;93742.085
3.47020000;93742.085
4.46880001;93485.843
4.46880001;93485.843
4.46880001;93485.843
4.46669998;93215.359
4.46669998;93215.359
4.46200001;92965.750
4.46200001;92965.750
4.46200001;92965.750
4.45689999;92739.976
4.45689999;92739.976
5.45330002;92567.156
5.45330002;92567.156
5.45099998;92420.281
5.45099998;92420.281
5.45099998;92420.281
5.44930000;92084.906
5.44930000;92084.906
5.44790001;91946.218
5.44790001;91946.218
5.44790001;91946.218
6.44669998;91757.296
6.44669998;91757.296
6.44590000;91576.203
6.44590000;91576.203
6.44500000;91413.031
6.44500000;91413.031
6.44500000;91413.031
6.44430000;91264.015
6.44430000;91264.015
6.44360001;91121.171
7.44360001;91121.171
7.44360001;91121.171
7.44320000;90967.906
7.44320000;90967.906
7.44270000;90834.351
7.44270000;90834.351
7.44270000;90834.351
7.44230000;90695.281
7.44230000;90695.281
7.44200001;90571.984
8.44200001;90571.984
8.44169998;90452.109
8.44169998;90452.109
8.44169998;90452.109
8.44110001;90322.843
8.44110001;90322.843
8.44110001;90202.531
8.44110001;90202.531
8.44110001;90202.531
8.44139999;90092.625
9.44139999;90092.625
9.44169998;89992.062
9.44169998;89992.062
9.44169998;89992.062
9.44160000;89891.429
9.44160000;89891.429
9.44130001;89801.539
9.44130001;89801.539
9.44060001;89696.421
9.44060001;89696.421
10.44060001;89696.421
10.44040001;89612.437
10.44040001;89612.437
10.44020000;89544.812
10.44020000;89544.812
10.44020000;89544.812
10.44029999;89484.632
10.44029999;89484.632
10.44040001;89429.593
10.44040001;89429.593
11.44040001;89375.296
11.44040001;89375.296
11.44040001;89375.296
11.43990002;89333.000
11.43990002;89333.000
11.43919998;89287.125
11.43919998;89287.125
11.43919998;89287.125
11.43880001;89256.851
11.43880001;89256.851
12.43860001;89238.804
12.43860001;89238.804
12.43860001;89238.804
12.43810001;89220.875
12.43810001;89220.875
12.43799999;89214.492
12.43799999;89214.492
12.43759998;89206.851
12.43759998;89206.851
12.43759998;89206.851
13.43750000;89211.757
13.43750000;89211.757
13.43709999;89216.796
13.43709999;89216.796
13.43709999;89216.796
13.43700001;89228.953
13.43700001;89228.953
13.43669998;89250.773
13.43669998;89250.773
13.43639999;89273.984
14.43639999;89273.984
14.43639999;89273.984
14.43610001;89307.531
14.43610001;89307.531
14.43590000;89343.750
14.43590000;89343.750
14.43590000;89343.750
14.43570000;89384.414
14.43570000;89384.414
14.43529999;89433.062
15.43529999;89433.062
15.43529999;89433.062
15.43509998;89487.828
15.43509998;89487.828
15.43490002;89543.906
15.43490002;89543.906
15.43459999;89612.429
15.43459999;89612.429
15.43459999;89612.429
15.43430000;89679.593
16.43430000;89679.593
16.43419998;89750.406
16.43419998;89750.406
16.43419998;89750.406
16.43400002;89836.375
16.43400002;89836.375
16.43369999;89933.015
16.43369999;89933.015
16.43369999;89933.015
16.43369999;90022.343
17.43369999;90022.343
17.43349998;90123.375
17.43349998;90123.375
17.43349998;90227.781
17.43349998;90227.781
17.43349998;90227.781
17.43340000;90326.070
17.43340000;90326.070
17.43330002;90453.851
17.43330002;90453.851
18.43330002;90453.851
18.43299999;90574.187
18.43299999;90574.187
18.43290001;90699.945
18.43290001;90699.945
18.43270000;90837.718
18.43270000;90837.718
18.43270000;90837.718
18.43250000;90968.312
18.43250000;90968.312
19.43259998;91112.210
19.43259998;91112.210
19.43259998;91112.210
19.43250000;91253.078
19.43250000;91253.078
